line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1751,Nantes,,Angleterre,Imports,Beuf salé,,,,,12649.5,barils,24,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,autre prix à 25 livres,0,,,,,,,,,
2,Local,1751,Nantes,,Angleterre,Imports,Beuf salé,,,,,183,tierçons,36,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,autre prix à 37 livres,0,,,,,,,,,
3,Local,1751,Nantes,,Angleterre,Imports,Beure salé,,,,,150,barrils,24,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
4,Local,1751,Nantes,,Angleterre,Imports,Beure salé,,,,,682,frequins,18,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
5,Local,1751,Nantes,,Angleterre,Imports,Beure salé,,,,,117898,caisses,0.35,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,autre prix à 0.3 livre,0,,,,,,,,,
6,Local,1751,Nantes,,Angleterre,Imports,Bled froment,,,,,1921,tonneaux,150,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,autre prix à 160 livres,0,,,,,,,,,
7,Local,1751,Nantes,,Angleterre,Imports,Bled froment,,,,,29,sacs,10,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,autre prix à 0.3 livre,0,,,,,,,,,
8,Local,1751,Nantes,,Angleterre,Imports,Bled seigle,,,,,40,tonneaux,100,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
9,Local,1751,Nantes,,Angleterre,Imports,Chandelle,,,,,51,caisses,10,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,autre prix à 12 livres,0,,,,,,,,,
10,Local,1751,Nantes,,Angleterre,Imports,Chandelle,,,,,15852,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
11,Local,1751,Nantes,,Angleterre,Imports,Charbon de terre,,,,,948,bariques,10,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
12,Local,1751,Nantes,,Angleterre,Imports,Cuirs verts en poil,,,,,5875,pièces,18,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,autre prix à 20 livres,0,,,,,,,,,
13,Local,1751,Nantes,,Angleterre,Imports,Farine,,,,,250,sacs,14,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
14,Local,1751,Nantes,,Angleterre,Imports,Farine,,,,,24,quarts,27,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
15,Local,1751,Nantes,,Angleterre,Imports,Fromage,,,,,3301,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,autre prix à 0.3 livre,0,,,,,,,,,
16,Local,1751,Nantes,,Angleterre,Imports,Graisse,,,,,396,livres,0.15,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
17,Local,1751,Nantes,,Angleterre,Imports,Laine filée,,,,,3502,livres,2.3,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,autre prix à 2.5 livres,0,,,,,,,,,
18,Local,1751,Nantes,,Angleterre,Imports,Laine peignée,,,,,28222,livres,1.4,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,autre prix à 1.5 livres,0,,,,,,,,,
19,Local,1751,Nantes,,Angleterre,Imports,Langue de bœuf,,,,,29.5,barils,35,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,autre prix à 40 livres,0,,,,,,,,,
20,Local,1751,Nantes,,Angleterre,Imports,Lard,,,,,95,barils,22,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
21,Local,1751,Nantes,,Angleterre,Imports,Meules à eguiser,,,,,8,douzaines,22,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
22,Local,1751,Nantes,,Angleterre,Imports,Planches de sapin de 8 pieds,,,,,62,pièces,0.1,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
23,Local,1751,Nantes,,Angleterre,Imports,Saumon Salé,,,,,10,gonnes,25,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,autre prix à 30 livres,0,,,,,,,,,
24,Local,1751,Nantes,,Angleterre,Imports,Saumon Salé,,,,,99,demi-barils,20,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,autre prix à 25 livres,0,,,,,,,,,
25,Local,1751,Nantes,,Angleterre,Imports,Suif,,,,,23983,livres,0.3,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,autre prix à 0.35 livre,0,,,,,,,,,
26,Local,1751,Nantes,,Danemark,Imports,Amidon,,,,,4840,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
27,Local,1751,Nantes,,Danemark,Imports,Bâtons de gaffe de 10 pieds,,,,,801,pièces,0.25,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
28,Local,1751,Nantes,,Danemark,Imports,Cabillaux,,,,,4816,livres,0.15,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
29,Local,1751,Nantes,,Danemark,Imports,Gaudron,,,,,50,barils,20,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,autre prix à 22 livres,0,,,,,,,,,
30,Local,1751,Nantes,,Danemark,Imports,Harangs blancs,,,,,19,barils,35,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
31,Local,1751,Nantes,,Danemark,Imports,Huile de Poisson,,,,,3720,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
32,Local,1751,Nantes,,Danemark,Imports,Matreaux de 28,,,,,6,pièces,30,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
33,Local,1751,Nantes,,Danemark,Imports,Planches de sapin de 8 à 10 pieds,,,,,9384,pièces,0.75,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
34,Local,1751,Nantes,,Danemark,Imports,Raves de moruë,,,,,141,barils,25,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
35,Local,1751,Nantes,,Espagne,Imports,Ancres de der,,,,,14300,livres,0.26,sources/Local/AD44_C716_Nantes_Imports_1751.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
