line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Résumé,An 9,,,Royaume d'Espagne,Imports,"Blé et autres grains, comestibles",,,183000,0,,,,sources/Résumé/AN_F12_251_Imports_An_9.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
2,Résumé,An 9,,,Royaume d'Espagne,Imports,Riz,,,65000,0,,,,sources/Résumé/AN_F12_251_Imports_An_9.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
3,Résumé,An 9,,,Royaume d'Espagne,Imports,Farine et biscuit de mer,,,8000,0,,,,sources/Résumé/AN_F12_251_Imports_An_9.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
4,Résumé,An 9,,,Royaume d'Espagne,Imports,Légumes,,,3000,0,,,,sources/Résumé/AN_F12_251_Imports_An_9.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
5,Résumé,An 9,,,Royaume d'Espagne,Imports,Chairs salées,,,19000,0,,,,sources/Résumé/AN_F12_251_Imports_An_9.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
6,Résumé,An 9,,,Royaume d'Espagne,Imports,Fromage,,,8000,0,,,,sources/Résumé/AN_F12_251_Imports_An_9.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
7,Résumé,An 9,,,Royaume d'Espagne,Imports,Poissons de toute sorte,,,1052000,0,,,,sources/Résumé/AN_F12_251_Imports_An_9.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
8,Résumé,An 9,,,Royaume d'Espagne,Imports,"Fruits verts, en oranges et citrons",,,527000,0,,,,sources/Résumé/AN_F12_251_Imports_An_9.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
9,Résumé,An 9,,,Royaume d'Espagne,Imports,"Fruits secs, en amandes, figues et raisins",,,750000,0,,,,sources/Résumé/AN_F12_251_Imports_An_9.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
10,Résumé,An 9,,,Royaume d'Espagne,Imports,Vins,,,390000,0,,,,sources/Résumé/AN_F12_251_Imports_An_9.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
