line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Résumé,1808,,,Royaume d'Espagne,Exports,Eaux de vie,,,3273802,0,,,,sources/Résumé/AN_F12_251_Exports_1808.csv,AN F12 251,,,,,,Isabelle Souchaire,,,,,,,,,,,,,
2,Résumé,1808,,,Royaume d'Espagne,Exports,Vin divers,,,457956,0,,,,sources/Résumé/AN_F12_251_Exports_1808.csv,AN F12 251,,,,,,Isabelle Souchaire,,,,,,,,,,,,,
3,Résumé,1808,,,Royaume d'Espagne,Exports,Vin de liqueurs,,,28480,0,,,,sources/Résumé/AN_F12_251_Exports_1808.csv,AN F12 251,,,,,,Isabelle Souchaire,,,,,,,,,,,,,
4,Résumé,1808,,,Royaume d'Espagne,Exports,Huile d'olive,,,93370,0,,,,sources/Résumé/AN_F12_251_Exports_1808.csv,AN F12 251,,,,,,Isabelle Souchaire,,,,,,,,,,,,,
5,Résumé,1808,,,Royaume d'Espagne,Exports,"Bestiaux en bœufs, vaches, veaux, porcs et moutons",,,4244790,0,,,,sources/Résumé/AN_F12_251_Exports_1808.csv,AN F12 251,,,,,,Isabelle Souchaire,,,,,,,,,,,,,
6,Résumé,1808,,,Royaume d'Espagne,Exports,Blé,,,2915,0,,,,sources/Résumé/AN_F12_251_Exports_1808.csv,AN F12 251,,,,,,Isabelle Souchaire,,,,,,,,,,,,,
7,Résumé,1808,,,Royaume d'Espagne,Exports,Chairs salées,,,264150,0,,,,sources/Résumé/AN_F12_251_Exports_1808.csv,AN F12 251,,,,,,Isabelle Souchaire,,,,,,,,,,,,,
8,Résumé,1808,,,Royaume d'Espagne,Exports,Fromages,,,229053,0,,,,sources/Résumé/AN_F12_251_Exports_1808.csv,AN F12 251,,,,,,Isabelle Souchaire,,,,,,,,,,,,,
9,Résumé,1808,,,Royaume d'Espagne,Exports,Fruits divers,,,38263,0,,,,sources/Résumé/AN_F12_251_Exports_1808.csv,AN F12 251,,,,,,Isabelle Souchaire,,,,,,,,,,,,,
10,Résumé,1808,,,Royaume d'Espagne,Exports,Poissons de toute sorte,,,32660,0,,,,sources/Résumé/AN_F12_251_Exports_1808.csv,AN F12 251,,,,,,Isabelle Souchaire,,,,,,,,,,,,,
