line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Iles Françaises de l'Amérique,Imports,Cacao,,,38815,0,77632,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,429433,,,,Guillaume Daudin,,,,,,,,,,,,
2,National toutes directions partenaires manquants,1789,Bordeaux,Bordeaux,Iles Françaises de l'Amérique,Imports,Cacao,,,151349,0,302699,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,429433,,,,Guillaume Daudin,,,,,,,,,,,,
3,National toutes directions partenaires manquants,1789,La Rochelle,La Rochelle,Iles Françaises de l'Amérique,Imports,Cacao,,,3522,0,7045,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,429433,,,,Guillaume Daudin,,,,,,,,,,,,
4,National toutes directions partenaires manquants,1789,Nantes,Nantes,Iles Françaises de l'Amérique,Imports,Cacao,,,83537,0,167077,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,429433,,,,Guillaume Daudin,,,,,,,,,,,,
5,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Iles Françaises de l'Amérique,Imports,Cacao,,,511,0,1022,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,429433,,,,Guillaume Daudin,,,,,,,,,,,,
6,National toutes directions partenaires manquants,1789,Rouen,Le Havre,Iles Françaises de l'Amérique,Imports,Cacao,,,46958,0,93916,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,429433,,,,Guillaume Daudin,,,,,,,,,,,,
7,National toutes directions partenaires manquants,1789,Rouen,Honfleur,Iles Françaises de l'Amérique,Imports,Cacao,,,2211,0,4422,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,429433,,,,Guillaume Daudin,,,,,,,,,,,,
8,National toutes directions partenaires manquants,1789,Lille,Dunkerque,Iles Françaises de l'Amérique,Imports,Cacao,,,4414,0,8830,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,429433,,,,Guillaume Daudin,,,,,,,,,,,,
9,National toutes directions partenaires manquants,1789,Toulon,Toulon,Iles Françaises de l'Amérique,Imports,Cacao,,,3,0,6,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,429433,,,,Guillaume Daudin,,,,,,,,,,,,
10,National toutes directions partenaires manquants,1789,Marseille,Marseille,Iles Françaises de l'Amérique,Imports,Cacao,,,98113,0,196227,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,429433,,,,Guillaume Daudin,,,,,,,,,,,,
11,National toutes directions partenaires manquants,1789,Bayonne,Bayonne,Iles Françaises de l'Amérique,Imports,Caffé,,,192366,0,206183,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,97358972,,,,Guillaume Daudin,,,,,,,,,,,,
12,National toutes directions partenaires manquants,1789,Bordeaux,Bordeaux,Iles Françaises de l'Amérique,Imports,Caffé,,,41367180,0,39397316,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,97358972,,,,Guillaume Daudin,,,,,,,,,,,,
13,National toutes directions partenaires manquants,1789,Bordeaux,Blaye,Iles Françaises de l'Amérique,Imports,Caffé,,,3524,0,3357,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,97358972,,,,Guillaume Daudin,,,,,,,,,,,,
14,National toutes directions partenaires manquants,1789,La Rochelle,La Rochelle,Iles Françaises de l'Amérique,Imports,Caffé,,,3588719,0,3417828,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,97358972,,,,Guillaume Daudin,,,,,,,,,,,,
15,National toutes directions partenaires manquants,1789,La Rochelle,Rochefort,Iles Françaises de l'Amérique,Imports,Caffé,,,139482,0,132841,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,97358972,,,,Guillaume Daudin,,,,,,,,,,,,
16,National toutes directions partenaires manquants,1789,Lorient,Brest et dépendances,Iles Françaises de l'Amérique,Imports,Caffé,,,37788,0,35989,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,97358972,,,,Guillaume Daudin,,,,,,,,,,,,
17,National toutes directions partenaires manquants,1789,Nantes,Nantes,Iles Françaises de l'Amérique,Imports,Caffé,,,12338738,0,11751181,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,97358972,,,,Guillaume Daudin,,,,,,,,,,,,
18,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Malo,Iles Françaises de l'Amérique,Imports,Caffé,,,563047,0,536236,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,97358972,,,,Guillaume Daudin,,,,,,,,,,,,
19,National toutes directions partenaires manquants,1789,Saint-Malo,Saint-Servan,Iles Françaises de l'Amérique,Imports,Caffé,,,49734,0,47366,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,97358972,,,,Guillaume Daudin,,,,,,,,,,,,
20,National toutes directions partenaires manquants,1789,Caen,Granville,Iles Françaises de l'Amérique,Imports,Caffé,,,4329,0,4123,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,97358972,,,,Guillaume Daudin,,,,,,,,,,,,
21,National toutes directions partenaires manquants,1789,Rouen,Dieppe,Iles Françaises de l'Amérique,Imports,Caffé,,,19848,0,18903,livres,,sources/National toutes directions partenaires manquants/ANOM_Col_F2_B_14_Colonies_Imports_1789.csv,ANOM Col F2 B 14,2,97358972,,,,Guillaume Daudin,,,,,,,,,,,,
