quantity_unit,marchandises_simplification,u_conv,q_conv,marchandises_et_quantités,prix_predit,prix_calculé
muids,eau-de-vie d'Hendaye,,,eau-de-vie d'Hendayemuids,311.48053,
muids,eau-de-vie d'Hendaye,,,eau-de-vie d'Hendayemuids,311.48053,
pintes,eau-de-vie d'Hendaye,litres,.952146,eau-de-vie d'Hendayepintes,,1.08152962
muids,eau-de-vie de Cognac,litres,268.22,eau-de-vie de Cognacmuids,,
muids,eau-de-vie de genièvre et de grains,litres,268.22,eau-de-vie de genièvre et de grainsmuids,,
muids,eau-de-vie de genièvre et de grains,,,eau-de-vie de genièvre et de grainsmuids,,
muids,eau-de-vie de genièvre et de grains,,,eau-de-vie de genièvre et de grainsmuids,,
muids,eau-de-vie de genièvre,,,eau-de-vie de genièvremuids,163.23338,
muids,eau-de-vie de genièvre,,,eau-de-vie de genièvremuids,163.23338,
muids,eau-de-vie de genièvre,,,eau-de-vie de genièvremuids,163.23338,
muids,eau-de-vie de genièvre,,,eau-de-vie de genièvremuids,163.23338,
pintes,eau-de-vie de genièvre,litres,.952146,eau-de-vie de genièvrepintes,,0.56678257
pintes,eau-de-vie de genièvre,litres,.952146,eau-de-vie de genièvrepintes,,0.56678257
pintes,eau-de-vie de genièvre,litres,.952146,eau-de-vie de genièvrepintes,,0.56678257
muids,eau-de-vie de grain,,,eau-de-vie de grainmuids,,
muids,eau-de-vie de grain,litres,268.22,eau-de-vie de grainmuids,,
muids,eau-de-vie de grain,,,eau-de-vie de grainmuids,,
pintes,eau-de-vie de grain,litres,.952146,eau-de-vie de grainpintes,,
pintes,eau-de-vie de grain,litres,.952146,eau-de-vie de grainpintes,,
muids,eau-de-vie de vin par Marseille,litres,268.22,eau-de-vie de vin par Marseillemuids,,
muids,eau-de-vie de vin,,,eau-de-vie de vinmuids,,
pintes,eau-de-vie de vin,litres,.952146,eau-de-vie de vinpintes,,
muids,eau-de-vie double,,,eau-de-vie doublemuids,,
muids,eau-de-vie double,,,eau-de-vie doublemuids,,
muids,eau-de-vie double,,,eau-de-vie doublemuids,,
muids,eau-de-vie double,,,eau-de-vie doublemuids,,
muids,eau-de-vie double,litres,268.22,eau-de-vie doublemuids,,
muids,eau-de-vie double,,,eau-de-vie doublemuids,,
muids,eau-de-vie double,,,eau-de-vie doublemuids,,
muids,eau-de-vie double,,,eau-de-vie doublemuids,,
muids,eau-de-vie double,,,eau-de-vie doublemuids,,
pintes,eau-de-vie double,litres,.952146,eau-de-vie doublepintes,,
pintes,eau-de-vie double,litres,.952146,eau-de-vie doublepintes,,
pintes,eau-de-vie double,litres,.952146,eau-de-vie doublepintes,,
pintes,eau-de-vie double,litres,.952146,eau-de-vie doublepintes,,
pintes,eau-de-vie double,litres,.952146,eau-de-vie doublepintes,,
pintes,eau-de-vie double,litres,.952146,eau-de-vie doublepintes,,
muids,eau-de-vie par Marseille,litres,268.22,eau-de-vie par Marseillemuids,,
pintes,eau-de-vie par Marseille,litres,.952146,eau-de-vie par Marseillepintes,,
bouteilles,eau-de-vie simple,,,eau-de-vie simplebouteilles,,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
muids,eau-de-vie simple,,,eau-de-vie simplemuids,174.11951,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
pintes,eau-de-vie simple,litres,.952146,eau-de-vie simplepintes,.81467724,
muids,eau-de-vie,,,eau-de-viemuids,177.65517,
muids,eau-de-vie,,,eau-de-viemuids,177.65517,
pintes,eau-de-vie,litres,.952146,eau-de-viepintes,1.0573713,
pintes,eau-de-vie,litres,.952146,eau-de-viepintes,1.0573713,
livres,encens,kg,.48949999,encenslivres,,
livres,encens,kg,.48949999,encenslivres,,
quintaux,encens,kg,48.949999,encensquintaux,,
quintaux,encens,kg,48.949999,encensquintaux,,
quintaux,encens,kg,48.949999,encensquintaux,,
quintaux,encens,kg,48.949999,encensquintaux,,
livres,farine,kg,.48949999,farinelivres,.22658928,
livres,farine,kg,.48949999,farinelivres,.22658928,
livres,farine,kg,.48949999,farinelivres,.22658928,
livres,farine,kg,.48949999,farinelivres,.22658928,
livres,farine,kg,.48949999,farinelivres,.22658928,
livres,farine,kg,.48949999,farinelivres,.22658928,
quintaux,farine,kg,48.949999,farinequintaux,,22.658928
quintaux,farine,kg,48.949999,farinequintaux,,22.658928
quintaux,farine,kg,48.949999,farinequintaux,,22.658928
quintaux,farine,kg,48.949999,farinequintaux,,22.658928
quintaux,farine,kg,48.949999,farinequintaux,,22.658928
quintaux,farine,kg,48.949999,farinequintaux,,22.658928
quintaux,farine,kg,48.949999,farinequintaux,,22.658928
quintaux,farine,kg,48.949999,farinequintaux,,22.658928
quintaux,farine,kg,48.949999,farinequintaux,,22.658928
livres,fer brut de fonte,kg,.48949999,fer brut de fontelivres,,
livres,fer-blanc brut,kg,.48949999,fer-blanc brutlivres,,
livres,fer-blanc brut,kg,.48949999,fer-blanc brutlivres,,
quintaux,fer-blanc,kg,48.949999,fer-blancquintaux,,
quintaux,fer-blanc,kg,48.949999,fer-blancquintaux,,
quintaux,fer-blanc,kg,48.949999,fer-blancquintaux,,
quintaux,fer-blanc,kg,48.949999,fer-blancquintaux,,
quintaux,fer-blanc,kg,48.949999,fer-blancquintaux,,
quintaux,fer-blanc,kg,48.949999,fer-blancquintaux,,
quintaux,fer,kg,48.949999,ferquintaux,,
quintaux,fer,kg,48.949999,ferquintaux,,
quintaux,fer,kg,48.949999,ferquintaux,,
quintaux,fer,kg,48.949999,ferquintaux,,
quintaux,fer,kg,48.949999,ferquintaux,,
quintaux,fer,kg,48.949999,ferquintaux,,
quintaux,fer,kg,48.949999,ferquintaux,,
quintaux,fer,kg,48.949999,ferquintaux,,
quintaux,fer,kg,48.949999,ferquintaux,,
quintaux,fer,kg,48.949999,ferquintaux,,
quintaux,fer,kg,48.949999,ferquintaux,,
quintaux,fer,kg,48.949999,ferquintaux,,
livres,feuilles de tabac,kg,.48949999,feuilles de tabaclivres,.36410746,
livres,feuilles de tabac,kg,.48949999,feuilles de tabaclivres,.36410746,
livres,feuilles de tabac,kg,.48949999,feuilles de tabaclivres,.36410746,
livres,feuilles de tabac,kg,.48949999,feuilles de tabaclivres,.36410746,
quintaux,feuilles de tabac,kg,48.949999,feuilles de tabacquintaux,,36.410746
quintaux,feuilles de tabac,kg,48.949999,feuilles de tabacquintaux,,36.410746
quintaux,feuilles de tabac,kg,48.949999,feuilles de tabacquintaux,,36.410746
quintaux,feuilles de tabac,kg,48.949999,feuilles de tabacquintaux,,36.410746
quintaux,feuilles de tabac,kg,48.949999,feuilles de tabacquintaux,,36.410746
quintaux,feuilles de tabac,kg,48.949999,feuilles de tabacquintaux,,36.410746
quintaux,feuilles de tabac,kg,48.949999,feuilles de tabacquintaux,,36.410746
quintaux,feuilles de tabac,kg,48.949999,feuilles de tabacquintaux,,36.410746
livres,figue,kg,.48949999,figuelivres,.28117412,
quintaux,figue,kg,48.949999,figuequintaux,,28.117412
quintaux,figue,kg,48.949999,figuequintaux,,28.117412
quintaux,figue,kg,48.949999,figuequintaux,,28.117412
livres,fil de chanvre et de lin,kg,.48949999,fil de chanvre et de linlivres,,
livres,fil de chanvre et de lin,kg,.48949999,fil de chanvre et de linlivres,,
quintaux,fil de chanvre et de lin,kg,48.949999,fil de chanvre et de linquintaux,,
quintaux,fil de chanvre et de lin,kg,48.949999,fil de chanvre et de linquintaux,,
quintaux,fil de chanvre et de lin,kg,48.949999,fil de chanvre et de linquintaux,,
livres,fil de mulquinerie,kg,.48949999,fil de mulquinerielivres,,
quintaux,fil divers,kg,48.949999,fil diversquintaux,,
quintaux,fil divers,kg,48.949999,fil diversquintaux,,
quintaux,fil divers,kg,48.949999,fil diversquintaux,,
livres,fil à coudre,kg,.48949999,fil à coudrelivres,4.7130194,
livres,fil à coudre,kg,.48949999,fil à coudrelivres,4.7130194,
livres,fil à dentelle,kg,.48949999,fil à dentellelivres,,
livres,fil à voile,kg,.48949999,fil à voilelivres,1.0976515,
livres,fil à voile,kg,.48949999,fil à voilelivres,1.0976515,
quintaux,filoselle et fleuret,kg,48.949999,filoselle et fleuretquintaux,,
livres,fleuret et filoselle,kg,.48949999,fleuret et filosellelivres,,
quintaux,foin,kg,48.949999,foinquintaux,,
livres,fromage,kg,.48949999,fromagelivres,.4716849,
livres,fromage,kg,.48949999,fromagelivres,.4716849,
livres,fromage,kg,.48949999,fromagelivres,.4716849,
livres,fromage,kg,.48949999,fromagelivres,.4716849,
quintaux,fromage,kg,48.949999,fromagequintaux,,47.16849
quintaux,fromage,kg,48.949999,fromagequintaux,,47.16849
quintaux,fromage,kg,48.949999,fromagequintaux,,47.16849
quintaux,fromage,kg,48.949999,fromagequintaux,,47.16849
quintaux,fromage,kg,48.949999,fromagequintaux,,47.16849
quintaux,fromage,kg,48.949999,fromagequintaux,,47.16849
quintaux,fromage,kg,48.949999,fromagequintaux,,47.16849
quintaux,fromage,kg,48.949999,fromagequintaux,,47.16849
quintaux,fromage,kg,48.949999,fromagequintaux,,47.16849
douzaine,gants de peau,pièces,12,gants de peaudouzaine,12.998443,
douzaine,gants de peau,pièces,12,gants de peaudouzaine,12.998443,
douzaine,gants de peau,pièces,12,gants de peaudouzaine,12.998443,
douzaines,gants de peau,pièces,12,gants de peaudouzaines,15.000001,
douzaines,gants de peau,pièces,12,gants de peaudouzaines,15.000001,
douzaines,gants de peau,pièces,12,gants de peaudouzaines,15.000001,
douzaines,gants de peau,pièces,12,gants de peaudouzaines,15.000001,
douzaines,gants de peau,pièces,12,gants de peaudouzaines,15.000001,
quintaux,garance,kg,48.949999,garancequintaux,,
quintaux,garance,kg,48.949999,garancequintaux,,
quintaux,garance,kg,48.949999,garancequintaux,,
quintaux,garance,kg,48.949999,garancequintaux,,
quintaux,garance,kg,48.949999,garancequintaux,,
quintaux,garance,kg,48.949999,garancequintaux,,
quintaux,garance,kg,48.949999,garancequintaux,,
quintaux,garance,kg,48.949999,garancequintaux,,
quintaux,garance,kg,48.949999,garancequintaux,,
quintaux,garance,kg,48.949999,garancequintaux,,
quintaux,garance,kg,48.949999,garancequintaux,,
livres,gaze de soie,kg,.48949999,gaze de soielivres,80.792747,
livres,gaze de soie,kg,.48949999,gaze de soielivres,80.792747,
livres,gaze de soie,kg,.48949999,gaze de soielivres,80.792747,
livres,gaze de soie,kg,.48949999,gaze de soielivres,80.792747,
quintaux,gaze de soie,kg,48.949999,gaze de soiequintaux,,8079.2747
quintaux,gaze de soie,kg,48.949999,gaze de soiequintaux,,8079.2747
quintaux,gaze de soie,kg,48.949999,gaze de soiequintaux,,8079.2747
quintaux,gaze de soie,kg,48.949999,gaze de soiequintaux,,8079.2747
quintaux,gaze de soie,kg,48.949999,gaze de soiequintaux,,8079.2747
quintaux,gaze de soie,kg,48.949999,gaze de soiequintaux,,8079.2747
quintaux,gaze de soie,kg,48.949999,gaze de soiequintaux,,8079.2747
quintaux,gaze de soie,kg,48.949999,gaze de soiequintaux,,8079.2747
quintaux,gaze de soie,kg,48.949999,gaze de soiequintaux,,8079.2747
quintaux,gaze de soie,kg,48.949999,gaze de soiequintaux,,8079.2747
quintaux,gaze de soie,kg,48.949999,gaze de soiequintaux,,8079.2747
livres,gingembre,kg,.48949999,gingembrelivres,,
livres,girofle,kg,.48949999,giroflelivres,10.345949,
livres,girofle,kg,.48949999,giroflelivres,10.345949,
quintaux,girofle,kg,48.949999,giroflequintaux,,1034.5949
quintaux,girofle,kg,48.949999,giroflequintaux,,1034.5949
quintaux,girofle,kg,48.949999,giroflequintaux,,1034.5949
livres,gomme adragant,kg,.48949999,gomme adragantlivres,,
quintaux,gomme adragant,kg,48.949999,gomme adragantquintaux,,
quintaux,gomme arabique par Marseille,kg,48.949999,gomme arabique par Marseillequintaux,,157.86897
livres,gomme arabique,kg,.48949999,gomme arabiquelivres,1.5786897,
livres,gomme arabique,kg,.48949999,gomme arabiquelivres,1.5786897,
livres,gomme arabique,kg,.48949999,gomme arabiquelivres,1.5786897,
quintaux,gomme arabique,kg,48.949999,gomme arabiquequintaux,,157.86897
quintaux,gomme arabique,kg,48.949999,gomme arabiquequintaux,,157.86897
quintaux,gomme arabique,kg,48.949999,gomme arabiquequintaux,,157.86897
livres,gomme du Sénégal,kg,.48949999,gomme du Sénégallivres,,
livres,gomme du Sénégal,kg,.48949999,gomme du Sénégallivres,,
livres,gomme du Sénégal,kg,.48949999,gomme du Sénégallivres,,
quintaux,gomme du Sénégal,kg,48.949999,gomme du Sénégalquintaux,,
quintaux,gomme du Sénégal,kg,48.949999,gomme du Sénégalquintaux,,
quintaux,gomme du Sénégal,kg,48.949999,gomme du Sénégalquintaux,,
quintaux,gomme du Sénégal,kg,48.949999,gomme du Sénégalquintaux,,
livres,gomme gutte,kg,.48949999,gomme guttelivres,4,
livres,gomme sandaraque,kg,.48949999,gomme sandaraquelivres,.80000001,
livres,gomme,kg,.48949999,gommelivres,,
quintaux,grain froment par Bayonne et Marseille,kg,48.949999,grain froment par Bayonne et Marseillequintaux,,14.21115
quintaux,grain froment par Marseille,kg,48.949999,grain froment par Marseillequintaux,,14.21115
quintaux,grain froment par Marseille,kg,48.949999,grain froment par Marseillequintaux,,14.21115
quintaux,grain froment par Marseille,kg,48.949999,grain froment par Marseillequintaux,,14.21115
livres,grain froment,kg,.48949999,grain fromentlivres,.1421115,
livres,grain froment,kg,.48949999,grain fromentlivres,.1421115,
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain froment,kg,48.949999,grain fromentquintaux,,14.21115
quintaux,grain maïs par Marseille,kg,48.949999,grain maïs par Marseillequintaux,,9.7399637
livres,grain maïs,kg,.48949999,grain maïslivres,.097399637,
livres,grain maïs,kg,.48949999,grain maïslivres,.097399637,
quintaux,grain maïs,kg,48.949999,grain maïsquintaux,,9.7399637
quintaux,grain maïs,kg,48.949999,grain maïsquintaux,,9.7399637
livres,grain millet,kg,.48949999,grain milletlivres,.11401755,
quintaux,grain millet,kg,48.949999,grain milletquintaux,,11.401755
quintaux,grain millet,kg,48.949999,grain milletquintaux,,11.401755
quintaux,grain millet,kg,48.949999,grain milletquintaux,,11.401755
quintaux,grain orge par Marseilles,kg,48.949999,grain orge par Marseillesquintaux,,7.9849936
livres,grain orge,kg,.48949999,grain orgelivres,.079849936,
livres,grain orge,kg,.48949999,grain orgelivres,.079849936,
quintaux,grain orge,kg,48.949999,grain orgequintaux,,7.9849936
livres,grain riz,kg,.48949999,grain rizlivres,.24985524,
livres,grain riz,kg,.48949999,grain rizlivres,.24985524,
livres,grain riz,kg,.48949999,grain rizlivres,.24985524,
livres,grain riz,kg,.48949999,grain rizlivres,.24985524,
quintaux,grain riz,kg,48.949999,grain rizquintaux,,24.985524
quintaux,grain riz,kg,48.949999,grain rizquintaux,,24.985524
quintaux,grain riz,kg,48.949999,grain rizquintaux,,24.985524
quintaux,grain riz,kg,48.949999,grain rizquintaux,,24.985524
quintaux,grain riz,kg,48.949999,grain rizquintaux,,24.985524
quintaux,grain riz,kg,48.949999,grain rizquintaux,,24.985524
quintaux,grain riz,kg,48.949999,grain rizquintaux,,24.985524
quintaux,grain riz,kg,48.949999,grain rizquintaux,,24.985524
quintaux,grain riz,kg,48.949999,grain rizquintaux,,24.985524
quintaux,grain riz,kg,48.949999,grain rizquintaux,,24.985524
quintaux,grain riz,kg,48.949999,grain rizquintaux,,24.985524
quintaux,grain riz,kg,48.949999,grain rizquintaux,,24.985524
quintaux,grain seigle par Marseille,kg,48.949999,grain seigle par Marseillequintaux,,10.219824
livres,grain seigle,kg,.48949999,grain seiglelivres,.10219824,
livres,grain seigle,kg,.48949999,grain seiglelivres,.10219824,
quintaux,grain seigle,kg,48.949999,grain seiglequintaux,,10.219824
quintaux,grain seigle,kg,48.949999,grain seiglequintaux,,10.219824
quintaux,grain seigle,kg,48.949999,grain seiglequintaux,,10.219824
quintaux,grain seigle,kg,48.949999,grain seiglequintaux,,10.219824
quintaux,grain seigle,kg,48.949999,grain seiglequintaux,,10.219824
quintaux,grain seigle,kg,48.949999,grain seiglequintaux,,10.219824
quintaux,grain seigle,kg,48.949999,grain seiglequintaux,,10.219824
quintaux,grain seigle,kg,48.949999,grain seiglequintaux,,10.219824
livres,graine de lin,kg,.48949999,graine de linlivres,.21098275,
quintaux,graine de lin,kg,48.949999,graine de linquintaux,,21.098275
livres,graine de luzerne et de trèfle,kg,.48949999,graine de luzerne et de trèflelivres,,
